"RecordID","TimeStamp","DeltaToUTC","UserID","ObjectID","Description","Comment","Checksum"
905,"7/30/2019 4:45:58 PM","-6:00","admin","Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,/2oKo3
906,"7/30/2019 4:45:58 PM","-6:00","admin","Alarm: 8","Acknowledgment of alarm 8 of PLC HMI_Connection_1.",,vXsP6k
907,"7/30/2019 4:45:59 PM","-6:00","admin","Alarm: 2","Acknowledgment of alarm 2 of PLC HMI_Connection_1.",,5tIfGV
908,"7/30/2019 4:45:59 PM","-6:00","admin","Alarm: 3","Acknowledgment of alarm 3 of PLC HMI_Connection_1.",,6nSemh
909,"7/30/2019 4:46:00 PM","-6:00","admin","Alarm: 6","Acknowledgment of alarm 6 of PLC HMI_Connection_1.",,qM5KhT
910,"7/30/2019 4:46:00 PM","-6:00","admin","Alarm: 9","Acknowledgment of alarm 9 of PLC HMI_Connection_1.",,sGtaZO
911,"7/30/2019 4:46:00 PM","-6:00","admin","Alarm: 8","Acknowledgment of alarm 8 of PLC HMI_Connection_1.",,fIPzhZ
912,"7/30/2019 4:46:01 PM","-6:00","admin","Alarm: 7","Acknowledgment of alarm 7 of PLC HMI_Connection_1.",,fj6fxN
913,"7/30/2019 4:46:01 PM","-6:00","admin","Alarm: 8","Acknowledgment of alarm 8 of PLC HMI_Connection_1.",,aU3f9l
914,"7/30/2019 4:46:02 PM","-6:00","admin","Alarm: 8","Acknowledgment of alarm 8 of PLC HMI_Connection_1.",,XV1n6M
915,"7/30/2019 4:46:02 PM","-6:00","admin","Alarm: 8","Acknowledgment of alarm 8 of PLC HMI_Connection_1.",,T4NIhc
916,"7/30/2019 4:46:03 PM","-6:00","admin","Alarm: 8","Acknowledgment of alarm 8 of PLC HMI_Connection_1.",,BUcOa2
917,"7/30/2019 4:46:03 PM","-6:00","admin","Alarm: 8","Acknowledgment of alarm 8 of PLC HMI_Connection_1.",,F4vXXo
918,"7/30/2019 4:46:04 PM","-6:00","admin","Alarm: 8","Acknowledgment of alarm 8 of PLC HMI_Connection_1.",,OAfj7o
919,"7/30/2019 5:25:04 PM","-6:00","System","User administration","User logged off.",,KhvGAp
920,"7/30/2019 6:16:39 PM","-6:00",,"Alarm: 1","Acknowledgment of alarm 1 of PLC HMI_Connection_1.",,f5jcsF
921,"7/30/2019 6:16:39 PM","-6:00",,"Alarm: 3","Acknowledgment of alarm 3 of PLC HMI_Connection_1.",,urSHAH
922,"7/30/2019 6:16:40 PM","-6:00",,"Alarm: 2","Acknowledgment of alarm 2 of PLC HMI_Connection_1.",,/RaZpS
923,"7/30/2019 6:16:40 PM","-6:00",,"Alarm: 90041","Acknowledgment of alarm 90041.",,ZzPJK7
924,"7/30/2019 6:16:49 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,5ies3W
925,"7/30/2019 6:17:02 PM","-6:00","admin","Alarm: 1","Acknowledgment of alarm 1 of PLC HMI_Connection_1.",,4rZgWA
926,"7/30/2019 6:17:03 PM","-6:00","admin","Alarm: 1","Acknowledgment of alarm 1 of PLC HMI_Connection_1.",,PfY0vV
927,"7/30/2019 6:37:18 PM","-6:00","System","User administration","User logged off.",,2yXjs8
0,"7/30/2019 7:04:50 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,GJdUGL
0,"7/31/2019 8:11:14 AM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 87, created with WinCC Professional V15.1",,9N69lF
928,"7/31/2019 8:11:14 AM","-6:00","System","Application","Change to operating mode 'online'.",,wru3Xm
929,"7/31/2019 8:11:14 AM","-6:00","System","User administration","User administration imported successfully.",,h/SxdV
930,"7/31/2019 8:11:22 AM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,6mMU+j
931,"7/31/2019 9:11:58 AM","-6:00","System","User administration","User logged off.",,qNwfBt
932,"7/31/2019 1:35:58 PM","-6:00",,"Alarm: 1","Acknowledgment of alarm 1 of PLC HMI_Connection_1.",,mWjYs9
933,"7/31/2019 1:35:59 PM","-6:00",,"Alarm: 3","Acknowledgment of alarm 3 of PLC HMI_Connection_1.",,hWRZK2
934,"7/31/2019 1:35:59 PM","-6:00",,"Alarm: 2","Acknowledgment of alarm 2 of PLC HMI_Connection_1.",,WVr4E9
935,"7/31/2019 1:36:00 PM","-6:00",,"Alarm: 4","Acknowledgment of alarm 4 of PLC HMI_Connection_1.",,1NDVu3
936,"7/31/2019 1:36:00 PM","-6:00",,"Alarm: 12","Acknowledgment of alarm 12 of PLC HMI_Connection_1.",,RvGgFh
937,"7/31/2019 1:36:01 PM","-6:00",,"Alarm: 6","Acknowledgment of alarm 6 of PLC HMI_Connection_1.",,YrVrEE
938,"7/31/2019 1:36:01 PM","-6:00",,"Alarm: 9","Acknowledgment of alarm 9 of PLC HMI_Connection_1.",,NlDR7x
939,"7/31/2019 1:36:02 PM","-6:00",,"Alarm: 8","Acknowledgment of alarm 8 of PLC HMI_Connection_1.",,T6pjnA
940,"7/31/2019 1:36:02 PM","-6:00",,"Alarm: 7","Acknowledgment of alarm 7 of PLC HMI_Connection_1.",,gbaUqM
941,"7/31/2019 1:36:03 PM","-6:00",,"Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,pnI1Si
942,"7/31/2019 1:36:03 PM","-6:00",,"Alarm: 8","Acknowledgment of alarm 8 of PLC HMI_Connection_1.",,V5/FaO
943,"7/31/2019 1:36:04 PM","-6:00",,"Alarm: 90041","Acknowledgment of alarm 90041.",,CNc8i+
944,"7/31/2019 1:36:04 PM","-6:00",,"Alarm: 90041","Acknowledgment of alarm 90041.",,7V/4I1
945,"7/31/2019 2:52:12 PM","-6:00",,"Alarm: 1","Acknowledgment of alarm 1 of PLC HMI_Connection_1.",,iToQ2c
946,"7/31/2019 2:52:13 PM","-6:00",,"Alarm: 4","Acknowledgment of alarm 4 of PLC HMI_Connection_1.",,IYbkHP
947,"7/31/2019 2:52:13 PM","-6:00",,"Alarm: 90041","Acknowledgment of alarm 90041.",,yDfJUP
948,"7/31/2019 2:52:14 PM","-6:00",,"Alarm: 90041","Acknowledgment of alarm 90041.",,fRiSGh
949,"7/31/2019 2:52:14 PM","-6:00",,"Alarm: 90041","Acknowledgment of alarm 90041.",,bP8uoi
0,"7/31/2019 5:06:12 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,Y0kjc0
0,"7/31/2019 5:06:24 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 87, created with WinCC Professional V15.1",,tc+air
950,"7/31/2019 5:06:24 PM","-6:00","System","User administration","User administration imported successfully.",,RwyZ14
951,"7/31/2019 5:06:24 PM","-6:00","System","Application","Change to operating mode 'online'.",,3RQB0H
952,"7/31/2019 5:06:31 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,CJQl2Q
0,"7/31/2019 5:07:04 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,c8NGzz
0,"7/31/2019 5:07:19 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 87, created with WinCC Professional V15.1",,txxtSV
953,"7/31/2019 5:07:19 PM","-6:00","System","User administration","User administration imported successfully.",,/r60jy
954,"7/31/2019 5:07:19 PM","-6:00","System","Application","Change to operating mode 'online'.",,98K46a
955,"7/31/2019 5:07:30 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,1iQsu6
0,"7/31/2019 5:07:35 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,n6xgfP
0,"03-Aug-19 11:05:43 AM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 87, created with WinCC Professional V15.1",,EHE/qw
956,"03-Aug-19 11:05:43 AM","-6:00","System","User administration","User administration imported successfully.",,lv4qh0
957,"03-Aug-19 11:05:50 AM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,U/ttZt
0,"03-Aug-19 11:50:24 AM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,i2gX9l
0,"03-Aug-19 11:52:10 AM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 87, created with WinCC Professional V15.1",,LPPC23
958,"03-Aug-19 11:52:10 AM","-6:00","System","Application","Change to operating mode 'online'.",,Yt6xr+
959,"03-Aug-19 11:52:10 AM","-6:00","System","User administration","User administration imported successfully.",,uq6Zz7
960,"03-Aug-19 11:52:17 AM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,7s9VFH
0,"03-Aug-19 12:30:18 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,1dZgH9
0,"03-Aug-19 12:31:31 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 87, created with WinCC Professional V15.1",,ySPGjg
961,"03-Aug-19 12:31:31 PM","-6:00","System","User administration","User administration imported successfully.",,9GZDiW
962,"03-Aug-19 12:31:31 PM","-6:00","System","Application","Change to operating mode 'online'.",,URpIJA
963,"03-Aug-19 12:31:41 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,8e/20y
964,"03-Aug-19 12:52:09 PM","-6:00","System","User administration","User logged off.",,uoxm4k
965,"03-Aug-19 3:51:28 PM","-6:00",,"Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,VQAsYx
966,"03-Aug-19 3:51:29 PM","-6:00",,"Alarm: 7","Acknowledgment of alarm 7 of PLC HMI_Connection_1.",,I9Ab2P
967,"03-Aug-19 3:51:29 PM","-6:00",,"Alarm: 12","Acknowledgment of alarm 12 of PLC HMI_Connection_1.",,gd21EX
968,"03-Aug-19 3:51:30 PM","-6:00",,"Alarm: 7","Acknowledgment of alarm 7 of PLC HMI_Connection_1.",,Q9qvAp
969,"03-Aug-19 3:51:30 PM","-6:00",,"Alarm: 5","Acknowledgment of alarm 5 of PLC HMI_Connection_1.",,ym394L
970,"03-Aug-19 3:51:30 PM","-6:00",,"Alarm: 1","Acknowledgment of alarm 1 of PLC HMI_Connection_1.",,xVJGz7
971,"03-Aug-19 3:51:31 PM","-6:00",,"Alarm: 6","Acknowledgment of alarm 6 of PLC HMI_Connection_1.",,nwatj9
972,"03-Aug-19 3:51:31 PM","-6:00",,"Alarm: 9","Acknowledgment of alarm 9 of PLC HMI_Connection_1.",,9QlhRw
973,"03-Aug-19 3:51:32 PM","-6:00",,"Alarm: 4","Acknowledgment of alarm 4 of PLC HMI_Connection_1.",,aYM5uD
974,"03-Aug-19 3:51:32 PM","-6:00",,"Alarm: 8","Acknowledgment of alarm 8 of PLC HMI_Connection_1.",,TxeApA
975,"03-Aug-19 3:51:33 PM","-6:00",,"Alarm: 12","Acknowledgment of alarm 12 of PLC HMI_Connection_1.",,c1DevT
976,"03-Aug-19 3:51:33 PM","-6:00",,"Alarm: 8","Acknowledgment of alarm 8 of PLC HMI_Connection_1.",,2kg6Iu
977,"03-Aug-19 3:51:35 PM","-6:00",,"Alarm: 7","Acknowledgment of alarm 7 of PLC HMI_Connection_1.",,Lljavu
978,"03-Aug-19 3:51:36 PM","-6:00",,"Alarm: 7","Acknowledgment of alarm 7 of PLC HMI_Connection_1.",,/rEYh0
979,"03-Aug-19 3:51:36 PM","-6:00",,"Alarm: 7","Acknowledgment of alarm 7 of PLC HMI_Connection_1.",,ZFmDik
980,"03-Aug-19 3:52:08 PM","-6:00",,"Alarm: 8","Acknowledgment of alarm 8 of PLC HMI_Connection_1.",,xg25Lp
981,"03-Aug-19 3:52:09 PM","-6:00",,"Alarm: 8","Acknowledgment of alarm 8 of PLC HMI_Connection_1.",,2Fk0Ov
982,"03-Aug-19 4:45:59 PM","-6:00",,"Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,t4rCIJ
983,"03-Aug-19 4:45:59 PM","-6:00",,"Alarm: 90041","Acknowledgment of alarm 90041.",,x8qPFx
984,"03-Aug-19 4:46:00 PM","-6:00",,"Alarm: 90041","Acknowledgment of alarm 90041.",,M+7vM2
985,"03-Aug-19 4:46:02 PM","-6:00",,"Alarm: 12","Acknowledgment of alarm 12 of PLC HMI_Connection_1.",,nWP19v
986,"03-Aug-19 5:45:28 PM","-6:00",,"Alarm: 10","Acknowledgment of alarm 10 of PLC HMI_Connection_1.",,wq4FtD
987,"03-Aug-19 5:45:29 PM","-6:00",,"Alarm: 90041","Acknowledgment of alarm 90041.",,ShIh7S
988,"03-Aug-19 5:45:29 PM","-6:00",,"Alarm: 90041","Acknowledgment of alarm 90041.",,ZLtIB3
0,"03-Aug-19 6:35:13 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,baP3tQ
0,"04-Aug-19 10:23:11 AM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 87, created with WinCC Professional V15.1",,tebeRF
989,"04-Aug-19 10:23:11 AM","-6:00","System","User administration","User administration imported successfully.",,AhtI0q
990,"04-Aug-19 10:23:11 AM","-6:00","System","Application","Change to operating mode 'online'.",,+FshCM
991,"04-Aug-19 10:23:23 AM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,a4xVE6
0,"04-Aug-19 10:24:38 AM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,HX8b1M
0,"04-Aug-19 10:24:48 AM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 87, created with WinCC Professional V15.1",,asbdQk
992,"04-Aug-19 10:24:48 AM","-6:00","System","User administration","User administration imported successfully.",,94y/zB
993,"04-Aug-19 10:24:48 AM","-6:00","System","Application","Change to operating mode 'online'.",,ZUvhP4
994,"04-Aug-19 10:25:07 AM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,rUd/Pb
995,"04-Aug-19 10:59:04 AM","-6:00","System","User administration","User logged off.",,HfZotH
0,"04-Aug-19 11:26:27 AM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,22HMAq
0,"04-Aug-19 11:26:45 AM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 87, created with WinCC Professional V15.1",,r/f2BH
996,"04-Aug-19 11:26:45 AM","-6:00","System","User administration","User administration imported successfully.",,GJf1Ic
997,"04-Aug-19 11:26:45 AM","-6:00","System","Application","Change to operating mode 'online'.",,13UBWQ
998,"04-Aug-19 11:26:53 AM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,XOx80R
0,"04-Aug-19 11:30:35 AM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,wp0jFm
0,"04-Aug-19 11:30:41 AM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 87, created with WinCC Professional V15.1",,whX8IA
999,"04-Aug-19 11:30:41 AM","-6:00","System","Application","Change to operating mode 'online'.",,hTTjiH
1000,"04-Aug-19 11:30:41 AM","-6:00","System","User administration","User administration imported successfully.",,nrZcjo
1001,"04-Aug-19 11:30:52 AM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,FTiyjn
1002,"04-Aug-19 11:50:52 AM","-6:00","System","User administration","User logged off.",,dchKfU
0,"04-Aug-19 12:45:07 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,A4mnDr
0,"04-Aug-19 2:29:03 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Coating Machine.PC station - 0' Build 87, created with WinCC Professional V15.1",,++sFY5
1003,"04-Aug-19 2:29:03 PM","-6:00","System","User administration","User administration imported successfully.",,pT7GwV
1004,"04-Aug-19 2:29:03 PM","-6:00","System","Application","Change to operating mode 'online'.",,c9Paxi
1005,"04-Aug-19 2:29:10 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,nHKuIc
1006,"04-Aug-19 2:54:02 PM","-6:00","System","User administration","User logged off.",,IvZXjP
0,"04-Aug-19 4:22:58 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,GQK+bA
0,"12-Oct-19 3:22:35 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 35, created with WinCC Professional V15.1",,jSRwNU
1007,"12-Oct-19 3:22:35 PM","-6:00","System","Application","Change to operating mode 'online'.",,MNJ7NX
1008,"12-Oct-19 3:22:35 PM","-6:00","System","User administration","User administration imported successfully.",,xjVngM
1009,"12-Oct-19 3:27:47 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,9EfEkf
0,"12-Oct-19 3:28:04 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,lzIoEc
0,"12-Oct-19 3:31:55 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 35, created with WinCC Professional V15.1",,m0yLng
1010,"12-Oct-19 3:31:55 PM","-6:00","System","Application","Change to operating mode 'online'.",,7EG32K
1011,"12-Oct-19 3:31:55 PM","-6:00","System","User administration","User administration imported successfully.",,EfJRXF
1012,"12-Oct-19 3:32:14 PM","-6:00","admin","User administration","User 'admin' logged on with group 'Administrator group'.",,SKwPmm
1013,"12-Oct-19 3:42:17 PM","-6:00","System","User administration","User logged off.",,S7+Dx5
0,"12-Oct-19 3:56:39 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,WQ6xHQ
0,"13-Oct-19 3:49:01 PM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 1, created with WinCC Professional V15.1",,OQ56yd
1014,"13-Oct-19 3:49:01 PM","-6:00","System","Application","Change to operating mode 'online'.",,Mt4iav
1015,"13-Oct-19 3:49:01 PM","-6:00","System","User administration","User administration imported successfully.",,rC0m9W
1016,"13-Oct-19 3:49:12 PM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,jbGgFs
0,"13-Oct-19 3:49:25 PM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,P6EiAr
0,"15-Oct-19 11:14:24 AM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 1, created with WinCC Professional V15.1",,U7qojF
1017,"15-Oct-19 11:14:24 AM","-6:00","System","User administration","User administration imported successfully.",,UJQvVF
1018,"15-Oct-19 11:14:36 AM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,EbrH4U
0,"15-Oct-19 11:15:52 AM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,qYIZ31
0,"15-Oct-19 11:17:26 AM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 1, created with WinCC Professional V15.1",,2+/1j8
1019,"15-Oct-19 11:17:26 AM","-6:00","System","Application","Change to operating mode 'online'.",,qNtfZH
1020,"15-Oct-19 11:17:26 AM","-6:00","System","User administration","User administration imported successfully.",,AvbxD2
1021,"15-Oct-19 11:17:51 AM","-6:00","System","User administration","User 'admin' logged on with group 'Administrator group'.",,Qa/iro
0,"15-Oct-19 11:24:30 AM","-6:00","System","Application","Stopping program run of WinCC Runtime Advanced V15.1 on device Nitol-PC.",,FUET/e
0,"15-Oct-19 11:24:48 AM","-6:00","System","Application","Runtime start of WinCC Runtime Advanced V15.1 on HMI device Nitol-PC. Project: 'Stability Chamber Project.Runtime PC - 0' Build 4, created with WinCC Professional V15.1",,bJr2s9
